386494.0,47,3000000,141000000
165200.0,31,2800000,86800000
326765.0,46,1800000,82800000
440814.8837209303,64,1600000,102400000
569454.0,36,2200000,79200000
0.0,61,2500000,152500000
177744.0,23,1500000,34500000
1961460.0,56,3000000,168000000
2682719.7647058824,41,13000000,533000000
1324295.6417910447,60,3120000,187200000
159913.83792048928,34,3350000,113900000
1279851.0,40,3500000,140000000
233500.0,57,1500000,85500000
253430.00000000003,32,1500000,48000000
369914.5161290322,26,1500000,39000000
650558.0,34,2000000,68000000
304574.6356589147,24,1450000,34800000
955397.1428571428,26,3000000,78000000
491130.0,64,3120330,199701120
1227293.0,55,3000000,165000000
419868.0,45,1800000,81000000
606256.125,24,1500000,36000000
721418.0000000001,46,2500000,115000000
723596.0,36,6880000,247680000
691791.9919636196,36,1500000,54000000
520932.0,56,1600000,89600000
386973.5757575758,34,1700000,57800000
881994.9999999999,24,3000000,72000000
493244.74576271186,60,2000000,120000000
657994.0,42,1600000,67200000
692106.0,39,1800000,70200000
1996299.0,28,9000000,252000000
388541.625,51,4800000,244800000
804172.777777778,43,5000000,215000000
1459705.1707317072,25,14400000,360000000
227680.7339449541,24,1500000,36000000
317943.7108433735,67,3800000,254600000
1005670.6206896552,51,3200000,163200000
0.0,57,3000000,171000000
841167.2364103216,29,2694050,78127450
257750.0,41,1500000,61500000
296654.75409836066,50,3100000,155000000
1031738.0,56,1500000,84000000
857559.0,34,2100000,71400000
610114.0,40,3560000,142400000
175124.02149154694,28,1500000,42000000
226062.68656716423,26,2500000,65000000
554960.9053497942,27,1500000,40500000
226216.28985507245,51,3400000,173400000
489525.00000000006,34,1846000,62764000
302107.3333333334,30,2026000,60780000
371788.0,32,1530000,48960000
1445195.0,57,2200000,125400000
684002.1855670103,28,1700000,47600000
595321.8777506113,35,3726000,130410000
919129.2993630574,56,3345000,187320000
676604.0,54,1500000,81000000
990000.0,40,5000000,200000000
424897.0,50,2000000,100000000
384775.33333333343,31,2000000,62000000
236470.0,38,3400000,129200000
173601.58326265198,25,2200000,55000000
767933.75,39,2300000,89700000
1461021.0,28,2200000,61600000
1673823.9999999998,48,5000000,240000000
1265192.0,37,1800000,66600000
999840.0,40,2500000,100000000
370846.1538461538,25,1500000,37500000
589190.0,60,3800000,228000000
214000.0,25,2000000,50000000
865431.9999999999,43,3000000,129000000
1571164.0,50,3800000,190000000
1292505.0,26,1800000,46800000
885330.0000000001,38,1600000,60800000
680513.5321100918,51,1500000,76500000
960222.0,33,2800000,92400000
807610.0,61,3000000,183000000
277772.0,59,2400000,141600000
305592.0,31,1500000,46500000
1212216.2068965517,39,3600000,140400000
651337.5,48,2250000,108000000
963640.0,33,1500000,49500000
561801.2631578947,34,2200000,74800000
216264.0,36,1800000,64800000
1030989.0,52,1600000,83200000
698282.0,47,3100000,145700000
655268.0,44,1790000,78760000
454004.0,34,1700000,57800000
370965.0,58,3500000,203000000
243554.75409836066,28,1800000,50400000
468530.28110599075,43,1740000,74820000
159294.46153846153,33,1800000,59400000
444350.0,37,2500000,92500000
264210.0,40,1600000,64000000
505034.8863636364,51,3500000,178500000
436854.0,44,1500000,66000000
135234.66666666663,31,1600000,49600000
977512.0,39,3500000,136500000
445927.0,57,4000000,228000000
921902.0,29,2000000,58000000
137123.1150442478,53,3200000,169600000
118130.42857142858,37,1480000,54760000
317398.0,42,1800000,75600000
722250.0,27,1800000,48600000
331435.2,37,1450000,53650000
1114515.2,45,2800000,126000000
522298.96774193546,45,1900000,85500000
461418.0,46,1800000,82800000
403592.0,57,3600000,205200000
473732.00000000006,46,1600000,73600000
105791.52941176473,39,2200000,85800000
704744.8,59,3200000,188800000
203230.0,51,2900000,147900000
376120.0142452922,31,1624500,50359500
318277.8181818182,65,2400000,156000000
1210351.0,39,2800000,109200000
863297.2731336611,52,1500000,78000000
1090336.0,42,2000000,84000000
643412.0,37,1600000,59200000
250380.0,32,2000000,64000000
329565.41379310354,31,1800000,55800000
1061580.0,33,2000000,66000000
793948.7999999998,43,2400000,103200000
470842.119402985,29,2700000,78300000
440458.1939799331,50,1800000,90000000
408671.2,22,2000000,44000000
476533.125,30,1800000,54000000
315462.19178082194,40,3500000,140000000
787720.9090909091,34,5000000,170000000
1037103.0,24,1800000,43200000
489900.0,38,2900000,110200000
200000.0,32,1550000,49600000
1096664.0,59,3100000,182900000
64148.37209302325,23,1500000,34500000
542948.7058823529,31,1600000,49600000
191768.5,47,1700000,79900000
633974.2028985508,30,4000000,120000000
761338.0000000001,46,3000000,138000000
396954.7826086957,32,1500000,48000000
385440.8365437535,52,2000000,104000000
1603494.3626062318,39,6055000,236145000
78859.0,37,4000000,148000000
610174.0,34,2000000,68000000
472588.4482758621,26,1500000,39000000
690688.0,29,2000000,58000000
305046.0,51,1500000,76500000
592512.0565575595,30,2867000,86010000
53078.4,34,1600000,54400000
77040.0,59,2000000,118000000
534279.0697674418,31,2800000,86800000
488854.0,35,4000000,140000000
541340.0,34,2000000,68000000
839266.0,42,2100000,88200000
94160.0,38,2000000,76000000
1379431.0,65,2000000,130000000
1755262.0,36,4424203,159271308
413020.0,50,2700000,135000000
282638.01652892557,62,5000000,310000000
280784.0,49,1500000,73500000
389664.695652174,49,4000000,196000000
14766.0,54,2170000,117180000
289328.0,33,1800000,59400000
551508.0,63,3120000,196560000
489538.0,58,2560000,148480000
233061.4432989691,27,1900000,51300000
275304.6808510639,26,2000000,52000000
400528.6006825939,55,1450000,79750000
1255083.1304347822,59,3000000,177000000
420441.82825484773,51,1700000,86700000
1283872.0,44,3000000,132000000
941833.0,45,2000000,90000000
337902.0,58,5900000,342200000
1020260.0,25,2100000,52500000
840322.0,37,1900000,70300000
1320400.0,52,3600000,187200000
738226.8,32,1500000,48000000
656585.0,41,4000000,164000000
164386.0,33,1500000,49500000
421432.0,35,2000000,70000000
455695.0,35,20000000,700000000
248454.00000000003,45,1800000,81000000
170748.0,35,2400000,84000000
837610.9677419355,38,2000000,76000000
582098.4536082475,51,2600000,132600000
781036.0,39,1830000,71370000
217120.0,30,1441100,43233000
663424.0,54,1600000,86400000
803069.0,57,1644000,93708000
259857.1428571429,30,1600000,48000000
446800.0,36,2000000,72000000
731614.6315789473,40,1650000,66000000
916279.7455456259,53,4500000,238500000
689648.0,33,1520000,50160000
370404.0,34,2440000,82960000
1596694.0,33,2600000,85800000
868456.8285976169,49,21000000,1029000000
1338660.0,26,2000000,52000000
104797.0588235294,63,2500000,157500000
554018.0,36,2000000,72000000
209703.071699762,32,3400000,108800000
185200.0,58,2650000,153700000
558014.0,53,2500000,132500000
111337.83783783783,39,3500000,136500000
810353.9857547077,33,3500000,115500000
202398.93491124263,25,1580000,39500000
128241.48148148149,22,1500000,33000000
683746.0,52,1710000,88920000
601612.5714285714,34,4000000,136000000
976854.4444444444,51,1500000,76500000
470118.0,42,1624000,68208000
652480.0,47,2400000,112800000
391647.7791656258,36,1603000,57708000
444201.11917098437,24,3200000,76800000
245876.0,43,1500000,64500000
206529.0,35,4300000,150500000
395598.59154929576,35,2000000,70000000
193900.0,34,1800000,61200000
756030.0,47,1800000,84600000
283445.40740740736,24,1700000,40800000
313172.0,40,3000000,120000000
718364.546594982,28,1532000,42896000
184793.17073170733,33,3000000,99000000
886602.0,45,2680000,120600000
518843.0,49,3900000,191100000
1494420.0,40,2800000,112000000
1201160.0,42,6000000,252000000
17762.0,46,5000000,230000000
288146.0,28,3500000,98000000
782384.0,30,1530000,45900000
203367.66666666663,36,1500000,54000000
919736.0,43,1690000,72670000
514563.0,52,1900000,98800000
753343.4117647059,48,1800000,86400000
1044607.0,55,2800000,154000000
466377.7777777778,27,1500000,40500000
885729.1428571428,45,8000000,360000000
543560.0,50,1600000,80000000
828020.0,51,1500000,76500000
498633.0,29,2000000,58000000
1175886.0,27,1850000,49950000
1377342.0,30,2500000,75000000
520095.0,32,4000000,128000000
666099.2592592592,50,3000000,150000000
291316.0,63,3000000,189000000
435986.0,38,1600000,60800000
887650.2169197395,32,1500000,48000000
584490.0,28,3000000,84000000
681362.9268292682,45,2800000,126000000
467254.0,41,1642000,67322000
355921.5,36,1500000,54000000
1116172.0,56,3800000,212800000
659032.6056338028,44,6360000,279840000
197610.0,36,4477368,161185248
63558.0,65,2000000,130000000
852710.0,47,1700000,79900000
20116.0,47,2500000,117500000
248464.0,56,1800000,100800000
646794.0671215708,40,8962000,358480000
320049.0,29,1800000,52200000
333861.96969696967,33,1700000,56100000
327734.4571428572,33,2600000,85800000
201200.0,30,1700000,51000000
143262.0,54,2500000,135000000
233688.0,58,1800000,104400000
578230.7999999999,25,1500000,37500000
570712.0,29,2600000,75400000
914680.0,50,2300000,115000000
589621.4545454546,46,2800000,128800000
600702.0,31,2000000,62000000
285476.0,56,2300000,128800000
8514.70588235294,39,1500000,58500000
1110062.0,59,2200000,129800000
419260.0,45,12000000,540000000
385608.00000000006,43,1500000,64500000
549356.0,30,2000000,60000000
643241.9069767442,31,3800000,117800000
585400.0,32,4000000,128000000
137021.83783783784,52,1800000,93600000
557879.1428571428,39,1500000,58500000
1164436.0,52,2000000,104000000
569963.0,59,2600000,153400000
51360.0,62,3950000,244900000
752452.0,46,1500000,69000000
488105.0,57,1500000,85500000
1137509.0,44,2000000,88000000
1006823.1428571428,38,1500000,57000000
677643.1013443078,30,2100000,63000000
1163162.0,49,3877000,189973000
218976.66666666663,22,2000000,44000000
613407.2000000001,52,1680000,87360000
889961.0,28,1578000,44184000
54208.8,57,4500000,256500000
883360.0,48,2100000,100800000
622755.2550231839,36,2600000,93600000
286085.3333333334,50,2800000,140000000
731958.0,33,1600000,52800000
637120.0,48,3000000,144000000
129568.661971831,46,5000000,230000000
293358.0,50,1600000,80000000
817946.0000000001,50,1600000,80000000
689373.0,42,1600000,67200000
803690.2409638555,39,2800000,109200000
597233.0,38,2500000,95000000
531252.3333333333,21,2200000,46200000
261776.8421052632,33,1600000,52800000
882340.0,27,3200000,86400000
928960.0,30,1500000,45000000
390336.0,25,1500000,37500000
482089.55223880603,46,3800000,174800000
861921.0,40,1750000,70000000
932588.0,51,1500000,76500000
599854.0,31,1900000,58900000
250858.00000000003,22,1735000,38170000
287892.0,28,3189000,89292000
364250.0,56,2402400,134534400
665578.0,61,4000000,244000000
771448.0,36,1800000,64800000
652698.0,40,1700000,68000000
629666.8421052631,61,3000000,183000000
695321.0,27,2400000,64800000
608906.0,57,1500000,85500000
385965.7142857143,33,5000000,165000000
333042.10526315786,28,1450000,40600000
515364.0,31,1800000,55800000
829042.0,57,1800000,102600000
333127.7118644068,40,2300000,92000000
320830.0,59,3120000,184080000
388335.0,58,2000000,116000000
1055780.0,39,2000000,78000000
1098600.0,36,4000000,144000000
379793.53846153844,46,1500000,69000000
187360.0,32,3000000,96000000
1081320.0,29,1500000,43500000
551400.2451882593,44,2191766,96437704
259958.76923076922,27,1600000,43200000
1109260.0,61,8000000,488000000
418788.0,64,3000000,192000000
777410.4905660377,24,1850000,44400000
697100.0,58,1700000,98600000
1036401.818181818,30,2500000,75000000
290720.86185438704,32,1650000,52800000
233539.14893617018,43,1500000,64500000
35952.0,47,4000000,188000000
666769.0,55,4000000,220000000
353508.125,53,2500000,132500000
995398.0,48,2800000,134400000
1441723.0,49,3180000,155820000
620624.0,45,3000000,135000000
948516.0,50,3000000,150000000
551230.9090909091,30,3000000,90000000
726656.6260869566,26,4300000,111800000
216323.00000000003,57,1700000,96900000
422636.9491525424,37,2700000,99900000
322300.0,48,4000000,192000000
168525.0,43,3000000,129000000
289925.40540540544,32,3000000,96000000
309920.0,60,2300000,138000000
277496.0,31,1447000,44857000
2332102.0,33,3600000,118800000
890209.3584905659,21,1800000,37800000
1248262.0,58,3800000,220400000
856772.373540856,37,2300000,85100000
936100.0,51,4700000,239700000
615118.0,52,2100000,109200000
551904.0,39,2500000,97500000
248806.3157894737,28,2500000,70000000
361641.4010672156,20,1580000,31600000
800000.0,42,3800000,159600000
293672.0,56,1500000,84000000
616566.3999999999,45,4000000,180000000
125404.0,29,2400000,69600000
869200.0,52,3937000,204724000
262096.07142857145,28,1500000,42000000
2242648.0,30,4000000,120000000
271504.0,50,3600000,180000000
381562.0,56,2000000,112000000
1446146.0,46,3000000,138000000
281077.53846153844,28,1600000,44800000
886701.8181818181,52,6000000,312000000
992333.0,25,1800000,45000000
327831.53846153844,58,3500000,203000000
85400.0,60,4000000,240000000
381292.0,68,2800000,190400000
712384.6808510639,62,2000000,124000000
991706.2335801288,53,3500000,185500000
589654.0,38,2600000,98800000
451740.0,35,2000000,70000000
748850.0,64,3518000,225152000
400608.0,38,2200000,83600000
144651.85978057265,52,1500000,78000000
207330.24193548388,34,1500000,51000000
279240.08,34,2800000,95200000
704972.1428571428,33,2500000,82500000
882313.5,43,5000000,215000000
505886.8194842407,34,1500000,51000000
738038.0,32,1800000,57600000
463900.00000000006,33,3293000,108669000
384200.0,31,4500000,139500000
226695.34883720928,58,3000000,174000000
832764.2926829269,49,1800000,88200000
274660.0,57,4000000,228000000
49490.0,37,3000000,111000000
136960.0,29,2200000,63800000
264016.0,54,3100000,167400000
1032078.0,36,2500000,90000000
321600.0,46,1600000,73600000
630488.7272727273,22,2000000,44000000
435110.7954545454,48,1500000,72000000
1277947.0,23,1800000,41400000
396695.0,30,1700000,51000000
627992.0,34,1800000,61200000
1016182.0,56,2700000,151200000
794937.4814814816,27,1900000,51300000
285086.0,47,1800000,84600000
576621.2000000001,26,1800000,46800000
1124211.0,31,2100000,65100000
299940.3714285714,22,2300000,50600000
703439.9361702128,53,3300000,174900000
1783562.9999999998,27,5680000,153360000
418981.0126582278,37,1700000,62900000
813842.0,27,2100000,56700000
757644.7272727273,50,1430000,71500000
240700.0,28,3021942,84614376
250328.66666666672,53,1600000,84800000
519722.1818181818,40,2400000,96000000
741038.0,44,1800000,79200000
447690.5829959514,43,1470000,63210000
242790.0,42,1500000,63000000
237286.0,45,2600000,117000000
659304.0,47,4000000,188000000
